Id,Neighborhood,OverallQual,GrLivArea,YearBuilt,actual_price,pred_price,rel_error,abs_rel_error,valuation_flag
750,Edwards,4,1529,1945,98000.00000000003,83545.5498837967,0.17301280722082726,0.17301280722082726,Overpriced
751,OldTown,4,1140,1910,96500.00000000003,96456.06869580284,0.00045545401954685436,0.00045545401954685436,Overpriced
752,Gilbert,7,1320,2003,162000.00000000012,162885.6791118819,-0.005437427751235534,0.005437427751235534,Underpriced
753,CollgCr,6,1494,1997,217000.00000000012,215258.36883945434,0.008090887104346363,0.008090887104346363,Overpriced
754,NridgHt,8,2098,2005,275500.0,264778.66451068426,0.040491689574494075,0.040491689574494075,Overpriced
755,NAmes,6,1026,1969,156000.0,153321.6801816739,0.01746863075823656,0.01746863075823656,Overpriced
756,Somerst,6,1471,1999,172499.99999999985,163256.3743501125,0.05662030463854271,0.05662030463854271,Overpriced
757,CollgCr,8,1768,2007,212000.00000000017,216595.42439593122,-0.02121662730755898,0.02121662730755898,Underpriced
758,Sawyer,6,1386,1978,158899.9999999999,142471.96723236993,0.1153071238276374,0.1153071238276374,Overpriced
759,Somerst,7,1501,1999,179399.99999999994,172153.4121584424,0.042093779906541166,0.042093779906541166,Overpriced
760,NoRidge,8,2531,1995,289999.9999999999,323555.37591583305,-0.10370829358298772,0.10370829358298772,Underpriced
761,NAmes,6,864,1959,127500.00000000001,127165.89618209212,0.0026273067539230623,0.0026273067539230623,Overpriced
762,BrkSide,5,1301,1924,100000.00000000004,117783.829419453,-0.15098702009527132,0.15098702009527132,Underpriced
763,Somerst,7,1547,2009,215199.99999999983,203309.69857649968,0.058483690186703824,0.058483690186703824,Overpriced
764,NoRidge,8,2365,1999,337000.0,350487.0914860196,-0.038480993490619286,0.038480993490619286,Underpriced
765,Veenker,8,1494,1995,270000.00000000006,277852.9718107523,-0.02826304775354698,0.02826304775354698,Underpriced
766,Somerst,9,1506,2008,264132.00000000023,300322.6562301488,-0.12050591415392342,0.12050591415392342,Underpriced
767,NWAmes,7,1714,1988,196499.99999999997,176368.54142667435,0.1141442709140696,0.1141442709140696,Overpriced
768,Mitchel,6,1750,1940,159999.99999999997,155425.8445163603,0.02942982550857687,0.02942982550857687,Overpriced
769,CollgCr,7,1836,2004,216837.00000000006,229790.30016247605,-0.0563700911366459,0.0563700911366459,Underpriced
770,StoneBr,8,3279,2003,537999.9999999998,407832.0537740777,0.3191704649532766,0.3191704649532766,Overpriced
771,Sawyer,5,858,1982,134899.99999999988,122719.48916569502,0.0992549017039895,0.0992549017039895,Overpriced
772,Edwards,4,1220,1951,102000.00000000001,125585.24661839296,-0.1878026858525809,0.1878026858525809,Underpriced
773,Edwards,6,1117,1976,107000.00000000003,134357.22884441898,-0.20361560803027332,0.20361560803027332,Underpriced
774,NAmes,5,912,1958,114499.99999999991,121098.07523215178,-0.054485384837892656,0.054485384837892656,Underpriced
775,NridgHt,8,1973,2006,395000.00000000035,301624.5195259252,0.30957523155225225,0.30957523155225225,Overpriced
776,Mitchel,6,1204,1998,162000.00000000012,164737.45753912776,-0.016617092311731564,0.016617092311731564,Underpriced
777,CollgCr,7,1614,2005,221500.0000000002,213882.72186693238,0.03561427527468504,0.03561427527468504,Overpriced
778,Sawyer,5,894,1974,142500.00000000012,139568.3884963636,0.02100483881214194,0.02100483881214194,Overpriced
779,SawyerW,5,2020,1977,144000.0,137774.67756917578,0.045184808563231996,0.045184808563231996,Overpriced
780,Mitchel,6,1004,1977,134999.99999999997,141208.79854112185,-0.04396892123767911,0.04396892123767911,Underpriced
781,Gilbert,7,1253,1995,176000.00000000006,174713.85733811962,0.007361423309379509,0.007361423309379509,Overpriced
782,SawyerW,6,1603,1992,175900.0000000001,176357.48561843752,-0.0025940810895163286,0.0025940810895163286,Underpriced
783,CollgCr,7,1430,2001,187100.00000000006,190079.41793805684,-0.015674595231703174,0.015674595231703174,Underpriced
784,Mitchel,5,1110,1978,165499.99999999988,159160.6461708712,0.039829907591119686,0.039829907591119686,Overpriced
785,OldTown,6,1484,1914,127999.99999999997,134294.22935872813,-0.046868948790904114,0.046868948790904114,Underpriced
786,NWAmes,6,1342,1967,161499.99999999985,152988.92071734945,0.05563199768154989,0.05563199768154989,Overpriced
787,OldTown,5,1652,1915,139000.00000000003,126142.91809223386,0.1019247223880239,0.1019247223880239,Overpriced
788,SawyerW,7,2084,2004,233000.0000000001,231941.39945290922,0.004564086228624302,0.004564086228624302,Overpriced
789,OldTown,4,901,1954,107899.9999999999,118387.93799774702,-0.08858958247880554,0.08858958247880554,Underpriced
790,ClearCr,6,2087,1966,187500.0,188435.09311101638,-0.004962414885562059,0.004962414885562059,Underpriced
791,Blmngtn,7,1145,2005,160200.00000000003,167039.88483702435,-0.04094761465920421,0.04094761465920421,Underpriced
792,Mitchel,6,1062,1976,146800.0000000001,146031.15248075585,0.005264955498762921,0.005264955498762921,Overpriced
793,NoRidge,7,2013,1996,269789.9999999998,228748.29357075473,0.1794186342926767,0.1794186342926767,Overpriced
794,Somerst,8,1496,2007,225000.00000000015,237837.31263741152,-0.053975183687776346,0.053975183687776346,Underpriced
795,Gilbert,7,1895,1994,194500.0,202561.41704024078,-0.039797396552766505,0.039797396552766505,Underpriced
796,SawyerW,6,1564,1980,171000.00000000012,155258.3885190853,0.10138976470813851,0.10138976470813851,Overpriced
797,Sawyer,6,1285,1977,143500.0000000001,141468.65688063286,0.014358962360696037,0.014358962360696037,Overpriced
798,NAmes,5,773,1953,109999.99999999991,109023.30262347225,0.008958611168667575,0.008958611168667575,Overpriced
799,NridgHt,9,3140,2008,484999.99999999965,500486.40648944955,-0.030942711507542936,0.030942711507542936,Underpriced
800,SWISU,5,1768,1937,175000.00000000012,142232.64562226273,0.23037857613054571,0.23037857613054571,Overpriced
801,ClearCr,6,1688,1997,199999.99999999997,205112.9591241639,-0.024927528450646694,0.024927528450646694,Underpriced
802,IDOTRR,4,1196,1916,109900.00000000003,119954.32894817581,-0.08381797502714204,0.08381797502714204,Underpriced
803,CollgCr,7,1456,2005,188999.99999999988,185951.40764991386,0.01639456451884211,0.01639456451884211,Overpriced
804,NridgHt,9,2822,2008,582932.9999999995,297937.41659425903,0.9565619070727758,0.9565619070727758,Overpriced
805,NAmes,5,1128,1954,118000.00000000009,117559.63426504891,0.003745892352457758,0.003745892352457758,Overpriced
806,Somerst,7,1428,2008,227679.99999999994,212714.2929363467,0.07035590724564818,0.07035590724564818,Overpriced
807,NAmes,5,980,1967,135500.00000000003,129443.62734088107,0.0467877236101389,0.0467877236101389,Overpriced
808,BrkSide,5,1576,1923,223500.0,190743.7966851131,0.17172880001419938,0.17172880001419938,Overpriced
809,NAmes,5,1086,1966,159950.00000000006,150644.08289723418,0.06177419599755637,0.06177419599755637,Overpriced
810,OldTown,5,2138,1898,106000.00000000001,110008.4253438966,-0.03643743950852738,0.03643743950852738,Underpriced
811,NWAmes,6,1309,1974,181000.00000000006,178870.0881550048,0.011907590961488862,0.011907590961488862,Overpriced
812,CollgCr,6,848,2004,144499.99999999994,136854.38729088742,0.05586677095606429,0.05586677095606429,Overpriced
813,IDOTRR,5,1044,1952,55992.99999999998,89615.00542403958,-0.3751827639238235,0.3751827639238235,Underpriced
814,NAmes,6,1442,1958,157899.9999999999,150204.92025351408,0.05123054380308028,0.05123054380308028,Overpriced
815,Edwards,5,1250,1918,116000.0000000001,115099.2069893108,0.00782623125086309,0.00782623125086309,Overpriced
816,CollgCr,7,1661,1998,224900.00000000012,216062.4852956432,0.04090258747262098,0.04090258747262098,Overpriced
817,NAmes,5,1008,1954,136999.9999999999,134510.79534764396,0.018505612474616556,0.018505612474616556,Overpriced
818,Mitchel,8,1689,2002,271000.0000000002,275806.1694498189,-0.017425895364872098,0.017425895364872098,Underpriced
819,ClearCr,6,1052,1971,155000.00000000012,149007.41118065198,0.040216716550312434,0.040216716550312434,Overpriced
820,NridgHt,7,1358,2009,224000.0,213698.00243671093,0.04820820712322813,0.04820820712322813,Overpriced
821,CollgCr,7,1640,2003,183000.00000000012,188027.80023041935,-0.026739664157416607,0.026739664157416607,Underpriced
822,OldTown,4,936,1953,93000.00000000007,83515.54540062588,0.11356513992547206,0.11356513992547206,Overpriced
823,Gilbert,7,1733,2003,225000.00000000015,193959.72472013804,0.160034642886041,0.160034642886041,Overpriced
824,SWISU,6,1489,1940,139499.9999999999,146478.20615825828,-0.04763989361474677,0.04763989361474677,Underpriced
825,Somerst,8,1489,2006,232599.9999999998,236781.3013658993,-0.017658917075711645,0.017658917075711645,Underpriced
826,NridgHt,10,2084,2007,385000.00000000023,461557.2253691677,-0.16586724497257005,0.16586724497257005,Underpriced
827,BrkSide,5,784,1924,109499.99999999991,92977.35507295754,0.17770611902303926,0.17770611902303926,Overpriced
828,SawyerW,7,1434,2001,188999.99999999988,194908.85056205976,-0.030315968438685507,0.030315968438685507,Underpriced
829,ClearCr,5,2126,1967,185000.00000000006,167191.36567470906,0.10651647143034793,0.10651647143034793,Overpriced
830,Somerst,7,1223,2005,147399.99999999988,151176.06458663134,-0.02497792621442125,0.02497792621442125,Underpriced
831,NAmes,6,1392,1957,166000.00000000003,170855.12303758692,-0.028416607891346625,0.028416607891346625,Underpriced
832,Somerst,7,1200,2005,151000.00000000006,150566.00911853818,0.0028823961264737314,0.0028823961264737314,Overpriced
833,CollgCr,7,1829,2003,237000.00000000003,218495.61687749543,0.08468995116217598,0.08468995116217598,Overpriced
834,NAmes,6,1516,1964,167000.0000000001,164612.4648230342,0.014503975622578649,0.014503975622578649,Overpriced
835,NAmes,5,1144,1961,139950.0000000001,137471.6676611365,0.018027949911632632,0.018027949911632632,Overpriced
836,Sawyer,4,1067,1950,127999.99999999997,128052.65031420527,-0.00041116145644864,0.00041116145644864,Underpriced
837,OldTown,5,1559,1948,153500.0,136247.57760908417,0.12662553488044945,0.12662553488044945,Overpriced
838,BrDale,6,987,1973,100000.00000000004,90026.79164089762,0.11078044854562796,0.11078044854562796,Overpriced
839,CollgCr,5,1099,1995,144000.0,137466.19047595505,0.04753030182492626,0.04753030182492626,Overpriced
840,Edwards,5,1200,1946,130499.99999999996,126538.00401102829,0.03131071981051927,0.03131071981051927,Overpriced
841,SWISU,6,1482,1925,139999.9999999999,128633.83865427562,0.08836058586631082,0.08836058586631082,Overpriced
842,OldTown,5,1539,1904,157500.00000000006,128528.24508367029,0.2254115809133589,0.2254115809133589,Overpriced
843,NAmes,6,1165,1966,174900.00000000006,159058.55194893724,0.09959507273867563,0.09959507273867563,Overpriced
844,NAmes,5,1800,1961,140999.99999999994,109604.40154523574,0.2864446866379418,0.2864446866379418,Overpriced
845,OldTown,5,1416,1915,153899.99999999988,135507.06923736853,0.13573410498910835,0.13573410498910835,Overpriced
846,Sawyer,5,1701,1975,171000.00000000012,192446.10044414684,-0.11143951680315274,0.11143951680315274,Underpriced
847,SawyerW,7,1775,1993,213000.00000000015,188205.95953538886,0.13173887014958843,0.13173887014958843,Overpriced
848,CollgCr,5,864,1972,133500.00000000003,129460.4546712481,0.031202928639559903,0.031202928639559903,Overpriced
849,ClearCr,6,2358,1908,240000.00000000003,218681.92778960097,0.09748438028637499,0.09748438028637499,Overpriced
850,Veenker,6,1855,1976,187000.00000000012,186079.3348283387,0.004947702400756877,0.004947702400756877,Overpriced
851,CollgCr,6,848,2003,131499.99999999997,141175.3302752376,-0.06853414301474943,0.06853414301474943,Underpriced
852,Blmngtn,8,1456,2003,215000.0,209906.03330341427,0.02426784316972215,0.02426784316972215,Overpriced
853,Crawfor,7,1646,1941,163999.99999999988,168138.8180993956,-0.02461548229124015,0.02461548229124015,Underpriced
854,NAmes,6,1445,1964,157999.99999999997,178609.63665343824,-0.11538927596290775,0.11538927596290775,Underpriced
855,Sawyer,5,1779,1955,170000.00000000012,161666.5870421515,0.051546909663379124,0.051546909663379124,Overpriced
856,Sawyer,5,1040,1962,126999.99999999991,131427.894150752,-0.03369067258791458,0.03369067258791458,Underpriced
857,CollgCr,6,1026,1978,146999.99999999988,153935.90568069607,-0.04505710120082769,0.04505710120082769,Underpriced
858,Gilbert,6,1481,1994,173999.99999999997,164801.85359802883,0.05581336739334563,0.05581336739334563,Overpriced
859,NWAmes,7,1370,1976,152000.00000000006,151551.65625886354,0.0029583559309355567,0.0029583559309355567,Overpriced
860,NWAmes,6,2654,1968,249999.9999999998,216495.49126718778,0.15475845957208617,0.15475845957208617,Overpriced
861,Crawfor,7,1426,1918,189950.00000000015,171938.51470470542,0.10475538494809278,0.10475538494809278,Overpriced
862,Sawyer,5,1039,1965,131499.99999999997,128108.0240449424,0.026477466812442663,0.026477466812442663,Overpriced
863,SawyerW,6,1097,1984,152000.00000000006,138261.85564118912,0.09936322852821784,0.09936322852821784,Overpriced
864,NAmes,5,1148,1959,132499.9999999999,139059.23228282668,-0.0471686214223175,0.0471686214223175,Underpriced
865,Somerst,7,1372,2007,250580.0000000001,197066.49637259188,0.27155048987236624,0.27155048987236624,Overpriced
866,NAmes,5,1002,1970,148499.99999999988,138031.7586321613,0.07583936821188544,0.07583936821188544,Overpriced
867,Timber,8,1646,2006,248900.00000000003,263011.77549169265,-0.05365453871907856,0.05365453871907856,Underpriced
868,Sawyer,4,1120,1961,129000.0000000001,128352.48052170732,0.005044853637895033,0.005044853637895033,Overpriced
869,Gilbert,5,2320,1948,169000.00000000012,136676.17037345233,0.23649938053009928,0.23649938053009928,Overpriced
870,SawyerW,7,1949,1993,235999.9999999999,228903.3943318882,0.031002623132020048,0.031002623132020048,Overpriced
871,NAmes,5,894,1962,109499.99999999991,105088.80007104854,0.04197592822421656,0.04197592822421656,Overpriced
872,CollgCr,6,1682,1998,200499.99999999988,189291.19736229302,0.05921460054084725,0.05921460054084725,Overpriced
873,NAmes,5,910,1953,116000.0000000001,111784.24327761898,0.03771333596552765,0.03771333596552765,Overpriced
874,NAmes,5,1268,1949,133000.00000000012,128222.76326472637,0.0372573216614491,0.0372573216614491,Overpriced
875,OldTown,5,1131,1941,66500.00000000006,85354.00652170903,-0.22089187479340672,0.22089187479340672,Underpriced
876,Somerst,8,2610,2007,303477.0000000001,230062.79615979802,0.31910506638026664,0.31910506638026664,Overpriced
877,Mitchel,4,1040,1963,132250.00000000006,146347.6308925988,-0.09632975133669687,0.09632975133669687,Underpriced
878,NridgHt,9,2224,2004,349999.9999999997,352053.8489532583,-0.005833905691885454,0.005833905691885454,Underpriced
879,Sawyer,5,1155,1961,148000.00000000015,155187.3278616775,-0.04631388374754163,0.04631388374754163,Underpriced
880,CollgCr,5,864,1978,136500.00000000006,123919.11010677976,0.10152501807331803,0.10152501807331803,Overpriced
881,Edwards,5,1090,2005,156999.99999999994,159399.37253917672,-0.015052584592747185,0.015052584592747185,Underpriced
882,Timber,7,1717,1990,187500.0,219639.8417753122,-0.14632974380026512,0.14632974380026512,Underpriced
883,Gilbert,6,1593,1992,177999.99999999994,167100.86007513266,0.06522491817197566,0.06522491817197566,Overpriced
884,SWISU,4,2230,1912,118500.00000000009,110103.79686828847,0.07625716251870558,0.07625716251870558,Overpriced
885,NAmes,5,892,1967,100000.00000000004,117926.88431577115,-0.15201694185160142,0.15201694185160142,Underpriced
886,Somerst,9,1709,1999,328900.0000000001,258632.22876601186,0.2716899265387396,0.2716899265387396,Overpriced
887,NAmes,5,1712,1959,145000.00000000012,155084.2619214015,-0.0650244054197596,0.0650244054197596,Underpriced
888,Edwards,5,1393,1955,135500.00000000003,140448.4889522019,-0.035233479470797094,0.035233479470797094,Underpriced
889,NAmes,8,2217,1970,267999.99999999977,324248.496271143,-0.17347342213765318,0.17347342213765318,Underpriced
890,NAmes,6,1505,1953,149500.00000000012,161679.75225580708,-0.07533257619381031,0.07533257619381031,Underpriced
891,NAmes,5,924,1949,122899.99999999996,108764.63293908724,0.1299628995100743,0.1299628995100743,Overpriced
892,Sawyer,6,1683,1978,172499.99999999985,173343.13908611768,-0.004863988794497064,0.004863988794497064,Underpriced
893,Sawyer,6,1068,1963,154500.00000000012,139277.26698210282,0.10929804517095686,0.10929804517095686,Overpriced
894,Sawyer,5,1383,1954,165000.00000000015,157903.1661419736,0.044944215061816103,0.044944215061816103,Overpriced
895,SawyerW,5,1535,1979,118858.00000000009,125930.17898106415,-0.05615952457375202,0.05615952457375202,Underpriced
896,NAmes,6,1796,1963,139999.9999999999,174775.10646928017,-0.19897059239035625,0.19897059239035625,Underpriced
897,IDOTRR,4,951,1936,106499.99999999996,93084.79341311341,0.1441181324574618,0.1441181324574618,Overpriced
898,SawyerW,5,2240,1979,142952.99999999997,133653.65575318737,0.06957792657752147,0.06957792657752147,Overpriced
899,NridgHt,9,2364,2009,611657.0000000003,410016.24731922464,0.4917872255042252,0.4917872255042252,Overpriced
900,Sawyer,5,1236,1961,134999.99999999997,133419.92695411228,0.011842856475488366,0.011842856475488366,Overpriced
901,NAmes,4,858,1971,109999.99999999991,119730.7319933393,-0.08127179907227758,0.08127179907227758,Underpriced
902,NAmes,5,1306,1957,152999.9999999999,147704.2315639604,0.03585387080630983,0.03585387080630983,Overpriced
903,Gilbert,7,1509,2003,180000.00000000003,184760.84587242387,-0.025767612450265445,0.025767612450265445,Underpriced
904,Gilbert,7,1670,2006,240000.00000000003,233763.31638992106,0.026679479511131143,0.026679479511131143,Overpriced
905,Sawyer,5,902,1967,125500.00000000006,122120.5529189362,0.027673041108052805,0.027673041108052805,Overpriced
906,NAmes,5,1063,1954,127999.99999999997,125707.87635016594,0.018233731380913616,0.018233731380913616,Overpriced
907,Somerst,8,1636,2006,255000.0000000001,265511.8309213226,-0.03959081930491221,0.03959081930491221,Underpriced
908,Crawfor,7,2057,1936,249999.9999999998,260214.1840311219,-0.03925298718497403,0.03925298718497403,Underpriced
909,Mitchel,5,902,1983,130999.99999999997,132082.86798119693,-0.008198398458088587,0.008198398458088587,Underpriced
910,Gilbert,6,1484,2005,173999.99999999997,182135.77659171715,-0.04466874517440174,0.04466874517440174,Underpriced
911,NAmes,5,2274,1960,154299.99999999997,153215.84665120268,0.007075987063305386,0.007075987063305386,Overpriced
912,CollgCr,5,1268,1977,143500.0000000001,145933.70949598055,-0.01667681514014758,0.01667681514014758,Underpriced
913,BrkSide,5,1015,1925,87999.99999999996,105777.16432440163,-0.1680624021067719,0.1680624021067719,Underpriced
914,Crawfor,5,2002,1949,145000.00000000012,143559.3751379037,0.010035045504430122,0.010035045504430122,Overpriced
915,Somerst,6,1224,2009,173733.0,152936.99814456824,0.13597757316887918,0.13597757316887918,Overpriced
916,MeadowV,4,1092,1970,75000.00000000004,81379.41639464415,-0.0783910315073722,0.0783910315073722,Underpriced
917,IDOTRR,2,480,1949,35311.00000000002,51381.23469262019,-0.31276466571419925,0.31276466571419925,Underpriced
918,Edwards,4,1229,1956,134999.99999999997,144578.87590572363,-0.06625363384323041,0.06625363384323041,Underpriced
919,SawyerW,7,2127,1991,238000.0,265296.3187640454,-0.1028899265968435,0.1028899265968435,Underpriced
920,NAmes,6,1414,1958,176500.00000000015,171679.49364959603,0.02807852148167994,0.02807852148167994,Overpriced
921,SawyerW,6,1721,1994,200999.99999999997,194849.09291258955,0.03156754283772702,0.03156754283772702,Overpriced
922,Edwards,5,2200,1900,145899.99999999994,143702.80317942603,0.015289867504049382,0.015289867504049382,Overpriced
923,Gilbert,6,1316,2005,169990.00000000006,173621.9781898708,-0.020918884969153263,0.020918884969153263,Underpriced
924,SawyerW,6,1617,1993,192999.99999999985,190302.4420477996,0.01417510948978102,0.01417510948978102,Overpriced
925,NWAmes,6,1686,1980,207500.0000000001,178937.7284186015,0.15962129302648165,0.15962129302648165,Overpriced
926,NWAmes,5,1126,1977,175000.00000000012,161462.198013937,0.08384502473386714,0.08384502473386714,Overpriced
927,NridgHt,8,2374,2003,284999.99999999994,290751.37748841255,-0.019781084231120506,0.019781084231120506,Underpriced
928,NWAmes,7,1978,1968,176000.00000000006,195172.66499096883,-0.09823437617074061,0.09823437617074061,Underpriced
929,CollgCr,8,1788,2001,236499.99999999983,257887.14274204956,-0.08293217922632974,0.08293217922632974,Underpriced
930,Gilbert,7,2236,1997,221999.99999999983,222340.45058738315,-0.001531212995583652,0.001531212995583652,Underpriced
931,Timber,8,1466,2007,200999.99999999997,230975.1216680378,-0.1297764081757632,0.1297764081757632,Underpriced
932,NAmes,5,925,1965,117499.99999999996,123454.43552870241,-0.04823184767077957,0.04823184767077957,Underpriced
933,Somerst,9,1905,2006,320000.00000000006,300227.0815490267,0.06585987629415253,0.06585987629415253,Overpriced
934,CollgCr,7,1500,2004,189999.9999999999,210925.38645791353,-0.09920752930368061,0.09920752930368061,Underpriced
935,NAmes,7,2069,1960,242000.00000000017,231501.3748694364,0.045350163196589445,0.045350163196589445,Overpriced
936,BrkSide,4,747,1926,79899.99999999997,89036.60889994564,-0.10261631718491075,0.10261631718491075,Underpriced
937,SawyerW,7,1200,2003,184899.99999999997,190992.23772341662,-0.03189782891721002,0.03189782891721002,Underpriced
938,Somerst,7,1971,2005,253000.0000000001,235138.52069730475,0.07596151940450681,0.07596151940450681,Overpriced
939,CollgCr,7,1962,2006,239799.0000000001,273427.9426694773,-0.12299014629286906,0.12299014629286906,Underpriced
940,ClearCr,7,2403,1940,244400.00000000017,230619.3327614446,0.05975503906608937,0.05975503906608937,Overpriced
941,Mitchel,6,1728,1976,150900.00000000003,181185.58629930604,-0.1671522935012961,0.1671522935012961,Underpriced
942,Gilbert,7,2060,1999,214000.00000000017,224639.9933833604,-0.047364644305355204,0.047364644305355204,Underpriced
943,Edwards,4,1440,1977,150000.00000000006,107055.16315732761,0.4011468067127316,0.4011468067127316,Overpriced
944,Mitchel,5,1632,1967,143000.0000000001,135152.0410896273,0.05806763144012255,0.05806763144012255,Overpriced
945,Timber,6,1344,1958,137500.00000000012,163246.2379279614,-0.15771412716612057,0.15771412716612057,Underpriced
946,OldTown,5,1869,1890,124899.99999999993,155114.56908537116,-0.19478872464095806,0.19478872464095806,Underpriced
947,NAmes,5,1144,1959,143000.0000000001,149714.25115725375,-0.04484710777600781,0.04484710777600781,Underpriced
948,Timber,8,1629,2002,270000.00000000006,276217.84169988445,-0.022510644720192204,0.022510644720192204,Underpriced
949,CollgCr,7,1776,2002,192499.99999999997,204132.4698569631,-0.056984907227713745,0.056984907227713745,Underpriced
950,NWAmes,6,1381,1972,197500.0,177314.9997689384,0.11383695827969967,0.11383695827969967,Overpriced
951,NAmes,5,864,1950,129000.0000000001,140250.21953438484,-0.08021534348918827,0.08021534348918827,Underpriced
952,SawyerW,5,965,1965,119899.9999999999,119869.27771611285,0.00025629823147688385,0.00025629823147688385,Overpriced
953,CollgCr,5,768,1972,133899.99999999997,127595.68966950805,0.04940848979163033,0.04940848979163033,Overpriced
954,Mitchel,5,1968,1969,171999.99999999988,158628.52646413166,0.08429425547801277,0.08429425547801277,Overpriced
955,Edwards,6,980,1975,127500.00000000001,121745.99372296443,0.04726238704929338,0.04726238704929338,Overpriced
956,Crawfor,6,1958,1946,145000.00000000012,156944.23514497478,-0.07610496259350567,0.07610496259350567,Underpriced
957,Blueste,6,1229,1980,124000.00000000007,130496.7595382781,-0.0497848342078744,0.0497848342078744,Underpriced
958,Sawyer,5,1057,1962,131999.9999999999,128438.2672571508,0.027731086839703625,0.027731086839703625,Overpriced
959,CollgCr,7,1337,2003,185000.00000000006,194855.0092731434,-0.050576114567980175,0.050576114567980175,Underpriced
960,Somerst,7,1416,1999,155000.00000000012,168463.0230338504,-0.07991678405975808,0.07991678405975808,Underpriced
961,BrkSide,5,858,1958,116499.99999999991,125168.4336361228,-0.06925415126087539,0.06925415126087539,Underpriced
962,NWAmes,6,2872,1977,271999.9999999999,261360.53623325285,0.04070799639487953,0.04070799639487953,Overpriced
963,NPkVill,6,1548,1976,155000.00000000012,162773.91748094492,-0.04775898744253577,0.04775898744253577,Underpriced
964,CollgCr,9,1800,2007,239000.00000000003,282095.57137849083,-0.15276940069601086,0.15276940069601086,Underpriced
965,Timber,7,1894,2002,214899.99999999983,222655.91600971145,-0.034833639944125,0.034833639944125,Underpriced
966,Gilbert,6,1484,2005,178899.9999999999,176008.06681224908,0.016430685480090603,0.016430685480090603,Overpriced
967,Crawfor,5,1308,1940,159999.99999999997,144007.61399239552,0.11105236427602326,0.11105236427602326,Overpriced
968,NAmes,5,1098,1955,134999.99999999997,136458.79109875622,-0.010690341655602916,0.010690341655602916,Underpriced
969,OldTown,3,968,1910,37900.000000000015,69288.80297088953,-0.4530140747860368,0.4530140747860368,Underpriced
970,NAmes,6,1095,1958,139999.9999999999,131276.5849124788,0.06645065525841448,0.06645065525841448,Overpriced
971,NAmes,4,1192,1949,134999.99999999997,80571.3980935324,0.6755325487002644,0.6755325487002644,Overpriced
972,NridgHt,7,1626,2003,172999.9999999999,183020.710544891,-0.05475178473003039,0.05475178473003039,Underpriced
973,SawyerW,6,918,1979,99500.00000000001,122610.68229522729,-0.18848832632364265,0.18848832632364265,Underpriced
974,Somerst,7,1428,2007,182000.00000000003,205852.19495353685,-0.11587049124698684,0.11587049124698684,Underpriced
975,BrkSide,7,2019,1910,167499.99999999997,193763.43740152137,-0.13554382474696533,0.13554382474696533,Underpriced
976,Somerst,7,1382,2000,165000.00000000015,166834.4316469862,-0.010995521900824529,0.010995521900824529,Underpriced
977,BrkSide,4,869,1923,85500.00000000006,85903.90526193219,-0.004701826543281942,0.004701826543281942,Underpriced
978,Somerst,7,1241,2006,199899.99999999997,209471.2185751515,-0.045692284793376885,0.045692284793376885,Underpriced
979,Edwards,4,894,1954,109999.99999999991,113796.22563424209,-0.03335985541773421,0.03335985541773421,Underpriced
980,Sawyer,5,1121,1963,139000.00000000003,141790.53976817016,-0.019680718986842892,0.019680718986842892,Underpriced
981,NAmes,7,999,1961,178400.00000000006,179620.03082834076,-0.006792287155916734,0.006792287155916734,Underpriced
982,NoRidge,8,2612,1998,336000.00000000006,312471.8727231074,0.07529678454528219,0.07529678454528219,Overpriced
983,Blmngtn,7,1266,2007,159894.9999999999,172942.5806042765,-0.07544458142515974,0.07544458142515974,Underpriced
984,CollgCr,8,2290,2002,255900.00000000006,246255.07508661586,0.03916640057059439,0.03916640057059439,Overpriced
985,Mitchel,5,1734,1977,125999.99999999993,132154.2737589408,-0.046568859136305575,0.046568859136305575,Underpriced
986,Edwards,5,1164,1950,124999.9999999999,124564.23968676529,0.0034982777908843994,0.0034982777908843994,Overpriced
987,OldTown,6,1635,1910,116999.99999999991,132285.80162915133,-0.1155513399087491,0.1155513399087491,Underpriced
988,NridgHt,9,1940,2009,395191.9999999999,406085.03512720414,-0.026824517490017998,0.026824517490017998,Underpriced
989,NWAmes,6,2030,1976,195000.00000000006,188333.05462662317,0.035399762333778,0.035399762333778,Overpriced
990,Somerst,7,1576,2006,197000.00000000015,191416.19992004844,0.02917099013711467,0.02917099013711467,Overpriced
991,NoRidge,8,2392,1997,348000.0000000002,304226.47217444284,0.14388467746638986,0.14388467746638986,Overpriced
992,OldTown,8,1742,1882,167999.9999999999,192143.8613611827,-0.12565512731004366,0.12565512731004366,Underpriced
993,NAmes,6,1851,1964,187000.00000000012,197768.01417455895,-0.0544477033836953,0.0544477033836953,Underpriced
994,CollgCr,6,1500,2005,173900.00000000015,177307.12159752793,-0.019215932032677536,0.019215932032677536,Underpriced
995,NridgHt,10,1718,2006,337500.00000000006,329980.2343219999,0.022788533663086818,0.022788533663086818,Overpriced
996,BrkSide,4,1230,1946,121599.99999999999,117553.9454364011,0.034418704949276874,0.034418704949276874,Overpriced
997,NAmes,5,1050,1961,136500.00000000006,126907.58195199243,0.07558585468625764,0.07558585468625764,Overpriced
998,NWAmes,6,1442,1970,185000.00000000006,158335.40485179643,0.16840576605821023,0.16840576605821023,Overpriced
999,IDOTRR,3,1077,1922,90999.99999999991,91140.33219083174,-0.0015397375394463268,0.0015397375394463268,Underpriced
